nickname,player_details,final_score,show_info,full_name,occupation,hometown,archive_info,date
Emily,"Emily Frey, a professor from Swarthmore, Pennsylvania (whose 3-day cash winnings total $62,503)","$20,399","J! Archive - Show #7855, aired 2018-11-02",Emily Frey,a professor,"Swarthmore, Pennsylvania",J! Archive - Show #7855,2018-11-02
Laura,"Laura Hite, an arts administrator from Los Angeles, California","$6,799","J! Archive - Show #7855, aired 2018-11-02",Laura Hite,an arts administrator,"Los Angeles, California",J! Archive - Show #7855,2018-11-02
Jonathan,"Jonathan Greenan, a human rights legal officer from Charlottetown, Prince Edward Island, Canada","$27,201","J! Archive - Show #7855, aired 2018-11-02",Jonathan Greenan,a human rights legal officer,"Charlottetown, Prince Edward Island, Canada",J! Archive - Show #7855,2018-11-02
Emily,"Emily Frey, a professor from Swarthmore, Pennsylvania (whose 2-day cash winnings total $48,902)","$13,601","J! Archive - Show #7854, aired 2018-11-01",Emily Frey,a professor,"Swarthmore, Pennsylvania",J! Archive - Show #7854,2018-11-01
Jeff,"Jeff Catanese, a theater director from Asheville, North Carolina","$6,800","J! Archive - Show #7854, aired 2018-11-01",Jeff Catanese,a theater director,"Asheville, North Carolina",J! Archive - Show #7854,2018-11-01
Kathleen,"Kathleen Nance, a writer and retired pharmacist from Zirconia, North Carolina","$4,395","J! Archive - Show #7854, aired 2018-11-01",Kathleen Nance,a writer and retired pharmacist,"Zirconia, North Carolina",J! Archive - Show #7854,2018-11-01
Emily,"Emily Frey, a professor from Swarthmore, Pennsylvania (whose 1-day cash winnings total $17,701)","$31,201","J! Archive - Show #7853, aired 2018-10-31",Emily Frey,a professor,"Swarthmore, Pennsylvania",J! Archive - Show #7853,2018-10-31
Adam,"Adam Soffrin, a behavior analyst from San Francisco, California",$2,"J! Archive - Show #7853, aired 2018-10-31",Adam Soffrin,a behavior analyst,"San Francisco, California",J! Archive - Show #7853,2018-10-31
Swapna,"Swapna Sathe, an engineering manager from Loveland, Ohio","$20,600","J! Archive - Show #7853, aired 2018-10-31",Swapna Sathe,an engineering manager,"Loveland, Ohio",J! Archive - Show #7853,2018-10-31
Tori,"Tori Campbell, an attorney from Chicago, Illinois (whose 2-day cash winnings total $21,799)","$8,200","J! Archive - Show #7852, aired 2018-10-30",Tori Campbell,an attorney,"Chicago, Illinois",J! Archive - Show #7852,2018-10-30
Allen,"Allen Adams, a writer/editor from Bangor, Maine","$6,923","J! Archive - Show #7852, aired 2018-10-30",Allen Adams,a writer/editor,"Bangor, Maine",J! Archive - Show #7852,2018-10-30
Emily,"Emily Frey, a professor from Swarthmore, Pennsylvania","$17,701","J! Archive - Show #7852, aired 2018-10-30",Emily Frey,a professor,"Swarthmore, Pennsylvania",J! Archive - Show #7852,2018-10-30
Tori,"Tori Campbell, an attorney from Chicago, Illinois (whose 1-day cash winnings total $2,198)","$19,601","J! Archive - Show #7851, aired 2018-10-29",Tori Campbell,an attorney,"Chicago, Illinois",J! Archive - Show #7851,2018-10-29
Soyia,"Soyia Ellison, a nonprofit communications professional from Decatur, Georgia","$19,598","J! Archive - Show #7851, aired 2018-10-29",Soyia Ellison,a nonprofit communications professional,"Decatur, Georgia",J! Archive - Show #7851,2018-10-29
Neill,"Neill Mohammad, a healthcare consultant from DeKalb, Illinois","$19,600","J! Archive - Show #7851, aired 2018-10-29",Neill Mohammad,a healthcare consultant,"DeKalb, Illinois",J! Archive - Show #7851,2018-10-29
Dhruv,"Dhruv Srinivasachar, a medical and doctoral student from Richmond, Virginia (whose 1-day cash winnings total $17,600)",$1,"J! Archive - Show #7850, aired 2018-10-26",Dhruv Srinivasachar,a medical and doctoral student,"Richmond, Virginia",J! Archive - Show #7850,2018-10-26
Tori,"Tori Campbell, an attorney from Chicago, Illinois","$2,198","J! Archive - Show #7850, aired 2018-10-26",Tori Campbell,an attorney,"Chicago, Illinois",J! Archive - Show #7850,2018-10-26
Todd,"Todd LaPlace, an accountant from Dublin, Ohio",$0,"J! Archive - Show #7850, aired 2018-10-26",Todd LaPlace,an accountant,"Dublin, Ohio",J! Archive - Show #7850,2018-10-26
Hannah,"Hannah McIntyre, an author from Whistler, British Columbia, Canada (whose 1-day cash winnings total $20,200)","$4,899","J! Archive - Show #7849, aired 2018-10-25",Hannah McIntyre,an author,"Whistler, British Columbia, Canada",J! Archive - Show #7849,2018-10-25
Jill,"Jill Hurtt, a teacher and librarian from Hemingford, Nebraska","$5,999","J! Archive - Show #7849, aired 2018-10-25",Jill Hurtt,a teacher and librarian,"Hemingford, Nebraska",J! Archive - Show #7849,2018-10-25
Dhruv,"Dhruv Srinivasachar, a medical and doctoral student from Richmond, Virginia","$17,600","J! Archive - Show #7849, aired 2018-10-25",Dhruv Srinivasachar,a medical and doctoral student,"Richmond, Virginia",J! Archive - Show #7849,2018-10-25
Erik,"Erik Agard, a puzzlemaker from Gaithersburg, Maryland (whose 3-day cash winnings total $66,802)","$8,999","J! Archive - Show #7848, aired 2018-10-24",Erik Agard,a puzzlemaker,"Gaithersburg, Maryland",J! Archive - Show #7848,2018-10-24
Hannah,"Hannah McIntyre, an author from Whistler, British Columbia, Canada","$20,200","J! Archive - Show #7848, aired 2018-10-24",Hannah McIntyre,an author,"Whistler, British Columbia, Canada",J! Archive - Show #7848,2018-10-24
Rock,"Rock Wayda, a bond analyst from Dana Point, California","$2,300","J! Archive - Show #7848, aired 2018-10-24",Rock Wayda,a bond analyst,"Dana Point, California",J! Archive - Show #7848,2018-10-24
Erik,"Erik Agard, a puzzlemaker from Gaithersburg, Maryland (whose 2-day cash winnings total $40,001)","$26,801","J! Archive - Show #7847, aired 2018-10-23",Erik Agard,a puzzlemaker,"Gaithersburg, Maryland",J! Archive - Show #7847,2018-10-23
Traci,"Traci Clark, a pharmacist from Pembroke Pines, Florida","$26,800","J! Archive - Show #7847, aired 2018-10-23",Traci Clark,a pharmacist,"Pembroke Pines, Florida",J! Archive - Show #7847,2018-10-23
Patrick,"Patrick Healy, a social studies teacher from Bronxville, New York","$8,500","J! Archive - Show #7847, aired 2018-10-23",Patrick Healy,a social studies teacher,"Bronxville, New York",J! Archive - Show #7847,2018-10-23
Erik,"Erik Agard, a puzzlemaker from Gaithersburg, Maryland (whose 1-day cash winnings total $25,201)","$14,800","J! Archive - Show #7846, aired 2018-10-22",Erik Agard,a puzzlemaker,"Gaithersburg, Maryland",J! Archive - Show #7846,2018-10-22
Mike,"Mike Jenkins, an environmental consultant from Ewing, New Jersey",$100,"J! Archive - Show #7846, aired 2018-10-22",Mike Jenkins,an environmental consultant,"Ewing, New Jersey",J! Archive - Show #7846,2018-10-22
Joanna,"Joanna Rom, a docent from Washington, D.C.","$3,666","J! Archive - Show #7846, aired 2018-10-22",Joanna Rom,a docent,"Washington, D.C.",J! Archive - Show #7846,2018-10-22
Alan,"Alan Dunn, a software development manager from Johns Creek, Georgia (whose 5-day cash winnings total $120,802)","$25,200","J! Archive - Show #7845, aired 2018-10-19",Alan Dunn,a software development manager,"Johns Creek, Georgia",J! Archive - Show #7845,2018-10-19
Erik,"Erik Agard, a puzzlemaker from Gaithersburg, Maryland","$25,201","J! Archive - Show #7845, aired 2018-10-19",Erik Agard,a puzzlemaker,"Gaithersburg, Maryland",J! Archive - Show #7845,2018-10-19
Herschel,"Herschel Purvis, a laboratory technician from Los Angeles, California","$9,950","J! Archive - Show #7845, aired 2018-10-19",Herschel Purvis,a laboratory technician,"Los Angeles, California",J! Archive - Show #7845,2018-10-19
Alan,"Alan Dunn, a software development manager from Johns Creek, Georgia (whose 4-day cash winnings total $87,202)","$33,600","J! Archive - Show #7844, aired 2018-10-18",Alan Dunn,a software development manager,"Johns Creek, Georgia",J! Archive - Show #7844,2018-10-18
Jessica,"Jessica Cantrell, a museum development assistant from Adairsville, Georgia",$399,"J! Archive - Show #7844, aired 2018-10-18",Jessica Cantrell,a museum development assistant,"Adairsville, Georgia",J! Archive - Show #7844,2018-10-18
Mark,"Mark Johnson, a pastor and hospice chaplain from Rolla, Missouri","$9,400","J! Archive - Show #7844, aired 2018-10-18",Mark Johnson,a pastor and hospice chaplain,"Rolla, Missouri",J! Archive - Show #7844,2018-10-18
Alan,"Alan Dunn, a software development manager from Johns Creek, Georgia (whose 3-day cash winnings total $70,801)","$16,401","J! Archive - Show #7843, aired 2018-10-17",Alan Dunn,a software development manager,"Johns Creek, Georgia",J! Archive - Show #7843,2018-10-17
Allison,"Allison Stevens, a women's health nurse practitioner from Philadelphia, Pennsylvania","$2,599","J! Archive - Show #7843, aired 2018-10-17",Allison Stevens,a women's health nurse practitioner,"Philadelphia, Pennsylvania",J! Archive - Show #7843,2018-10-17
Julie,"Julie Holzmann, a proofreader and virtual assistant from Columbia, South Carolina",$1,"J! Archive - Show #7843, aired 2018-10-17",Julie Holzmann,a proofreader and virtual assistant,"Columbia, South Carolina",J! Archive - Show #7843,2018-10-17
Alan,"Alan Dunn, a software development manager from Johns Creek, Georgia (whose 2-day cash winnings total $51,600)","$19,201","J! Archive - Show #7842, aired 2018-10-16",Alan Dunn,a software development manager,"Johns Creek, Georgia",J! Archive - Show #7842,2018-10-16
Hila,"Hila Saxer, an ASL interpreter from Washington, Pennsylvania",$300,"J! Archive - Show #7842, aired 2018-10-16",Hila Saxer,an ASL interpreter,"Washington, Pennsylvania",J! Archive - Show #7842,2018-10-16
Prairie,"Prairie Rose Clayton, a taxonomist from Cambridge, Massachusetts","$17,750","J! Archive - Show #7842, aired 2018-10-16",Prairie Rose Clayton,a taxonomist,"Cambridge, Massachusetts",J! Archive - Show #7842,2018-10-16
Alan,"Alan Dunn, a software development manager from Johns Creek, Georgia (whose 1-day cash winnings total $21,201)","$30,399","J! Archive - Show #7841, aired 2018-10-15",Alan Dunn,a software development manager,"Johns Creek, Georgia",J! Archive - Show #7841,2018-10-15
Sarah,"Sarah Sinclair, an author from Anchorage, Alaska","$16,400","J! Archive - Show #7841, aired 2018-10-15",Sarah Sinclair,an author,"Anchorage, Alaska",J! Archive - Show #7841,2018-10-15
Tosh,"Tosh Sagar, an environmental and public health lawyer from Washington, D.C.","$3,000","J! Archive - Show #7841, aired 2018-10-15",Tosh Sagar,an environmental and public health lawyer,"Washington, D.C.",J! Archive - Show #7841,2018-10-15
Alex,"Alex Schmidt, a writer and comedian from Pasadena, California (whose 4-day cash winnings total $92,880)","$20,601","J! Archive - Show #7840, aired 2018-10-12",Alex Schmidt,a writer and comedian,"Pasadena, California",J! Archive - Show #7840,2018-10-12
Ryan,"Ryan Vesledahl, a catastrophe modeler from Minneapolis, Minnesota","$20,399","J! Archive - Show #7840, aired 2018-10-12",Ryan Vesledahl,a catastrophe modeler,"Minneapolis, Minnesota",J! Archive - Show #7840,2018-10-12
Alan,"Alan Dunn, a software development manager from Johns Creek, Georgia","$21,201","J! Archive - Show #7840, aired 2018-10-12",Alan Dunn,a software development manager,"Johns Creek, Georgia",J! Archive - Show #7840,2018-10-12
Alex,"Alex Schmidt, a writer and comedian from Pasadena, California (whose 3-day cash winnings total $64,879)","$28,001","J! Archive - Show #7839, aired 2018-10-11",Alex Schmidt,a writer and comedian,"Pasadena, California",J! Archive - Show #7839,2018-10-11
Patrick,"Patrick Wyman, a history podcaster and writer from Los Angeles, California","$11,800","J! Archive - Show #7839, aired 2018-10-11",Patrick Wyman,a history podcaster and writer,"Los Angeles, California",J! Archive - Show #7839,2018-10-11
Kristina,"Kristina Johnson, a freelance writer and stay-at-home mom from Flushing, New York","$1,999","J! Archive - Show #7839, aired 2018-10-11",Kristina Johnson,a freelance writer and stay-at-home mom,"Flushing, New York",J! Archive - Show #7839,2018-10-11
Alex,"Alex Schmidt, a writer and comedian from Pasadena, California (whose 2-day cash winnings total $39,679)","$25,200","J! Archive - Show #7838, aired 2018-10-10",Alex Schmidt,a writer and comedian,"Pasadena, California",J! Archive - Show #7838,2018-10-10
Mary,"Mary Adolph, a behavior analyst from Austin, Texas",$50,"J! Archive - Show #7838, aired 2018-10-10",Mary Adolph,a behavior analyst,"Austin, Texas",J! Archive - Show #7838,2018-10-10
Chris,"Chris Wong, a software engineer from Alexandria, Virginia","$10,960","J! Archive - Show #7838, aired 2018-10-10",Chris Wong,a software engineer,"Alexandria, Virginia",J! Archive - Show #7838,2018-10-10
Alex,"Alex Schmidt, a writer and comedian from Pasadena, California (whose 1-day cash winnings total $20,798)","$18,881","J! Archive - Show #7837, aired 2018-10-09",Alex Schmidt,a writer and comedian,"Pasadena, California",J! Archive - Show #7837,2018-10-09
Jen,"Jen Aronoff, an attorney from Chicago, Illinois","$4,199","J! Archive - Show #7837, aired 2018-10-09",Jen Aronoff,an attorney,"Chicago, Illinois",J! Archive - Show #7837,2018-10-09
Greg,"Greg Antoine, a programmer from Miami, Florida","$4,699","J! Archive - Show #7837, aired 2018-10-09",Greg Antoine,a programmer,"Miami, Florida",J! Archive - Show #7837,2018-10-09
Adam,"Adam Francois Watkins, a stay-at-home dad and lawyer from Atlanta, Georgia (whose 1-day cash winnings total $25,706)","$2,799","J! Archive - Show #7836, aired 2018-10-08",Adam Francois Watkins,a stay-at-home dad and lawyer,"Atlanta, Georgia",J! Archive - Show #7836,2018-10-08
Alex,"Alex Schmidt, a writer and comedian from Pasadena, California","$20,798","J! Archive - Show #7836, aired 2018-10-08",Alex Schmidt,a writer and comedian,"Pasadena, California",J! Archive - Show #7836,2018-10-08
Lee,"Lee Glazer, a director of a college research center from Waterville, Maine","$16,399","J! Archive - Show #7836, aired 2018-10-08",Lee Glazer,a director of a college research center,"Waterville, Maine",J! Archive - Show #7836,2018-10-08
Sara,"Sara Butner, a communications manager from Winston-Salem, North Carolina (whose 1-day cash winnings total $32,700)","$20,150","J! Archive - Show #7835, aired 2018-10-05",Sara Butner,a communications manager,"Winston-Salem, North Carolina",J! Archive - Show #7835,2018-10-05
Maureen,"Maureen Block, a high school English and film studies teacher from Rancho Cucamonga, California","$10,200","J! Archive - Show #7835, aired 2018-10-05",Maureen Block,a high school English and film studies teacher,"Rancho Cucamonga, California",J! Archive - Show #7835,2018-10-05
Adam,"Adam Francois Watkins, a stay-at-home dad and lawyer from Atlanta, Georgia","$25,706","J! Archive - Show #7835, aired 2018-10-05",Adam Francois Watkins,a stay-at-home dad and lawyer,"Atlanta, Georgia",J! Archive - Show #7835,2018-10-05
Doug,"Doug Dodson, a classical singer from Boston, Massachusetts (whose 3-day cash winnings total $52,799)","$22,600","J! Archive - Show #7834, aired 2018-10-04",Doug Dodson,a classical singer,"Boston, Massachusetts",J! Archive - Show #7834,2018-10-04
Kian,"Kian Barry, a high school history teacher from Hopewell, New Jersey","$14,000","J! Archive - Show #7834, aired 2018-10-04",Kian Barry,a high school history teacher,"Hopewell, New Jersey",J! Archive - Show #7834,2018-10-04
Sara,"Sara Butner, a communications manager from Winston-Salem, North Carolina","$32,700","J! Archive - Show #7834, aired 2018-10-04",Sara Butner,a communications manager,"Winston-Salem, North Carolina",J! Archive - Show #7834,2018-10-04
Doug,"Doug Dodson, a classical singer from Boston, Massachusetts (whose 2-day cash winnings total $21,999)","$30,800","J! Archive - Show #7833, aired 2018-10-03",Doug Dodson,a classical singer,"Boston, Massachusetts",J! Archive - Show #7833,2018-10-03
Maggie,"Maggie Beazer, a student from Cambridge, Massachusetts",$534,"J! Archive - Show #7833, aired 2018-10-03",Maggie Beazer,a student,"Cambridge, Massachusetts",J! Archive - Show #7833,2018-10-03
Susan,"Susan Donnelly-Kaye, a retired pathologist from Wilmington, Delaware","$4,200","J! Archive - Show #7833, aired 2018-10-03",Susan Donnelly-Kaye,a retired pathologist,"Wilmington, Delaware",J! Archive - Show #7833,2018-10-03
Doug,"Doug Dodson, a classical singer from Boston, Massachusetts (whose 1-day cash winnings total $16,000)","$5,999","J! Archive - Show #7832, aired 2018-10-02",Doug Dodson,a classical singer,"Boston, Massachusetts",J! Archive - Show #7832,2018-10-02
Cody,"Cody Landis, a registered nurse from New York, New York","$4,001","J! Archive - Show #7832, aired 2018-10-02",Cody Landis,a registered nurse,"New York, New York",J! Archive - Show #7832,2018-10-02
